year,month,day,carrier,origin,dest,delayed
2013,1,3,9E,JFK,MSP,0
2013,1,3,UA,EWR,SNA,0
2013,1,3,UA,EWR,DEN,0
2013,1,3,WN,EWR,BWI,0
2013,1,3,B6,JFK,BUR,0
2013,1,3,UA,EWR,LAX,0
2013,1,3,AA,JFK,SEA,0
2013,1,3,MQ,EWR,ORD,0
2013,1,3,EV,EWR,MSP,1
2013,1,3,9E,JFK,DTW,1
2013,1,3,AA,JFK,EGE,1
2013,1,3,AA,LGA,STL,0
2013,1,3,B6,JFK,MCO,1
2013,1,3,EV,EWR,CAE,1
2013,1,3,DL,JFK,MIA,0
2013,1,3,B6,EWR,MCO,1
2013,1,3,MQ,LGA,MSP,0
2013,1,3,MQ,LGA,BNA,1
2013,1,3,AA,JFK,SJU,0
2013,1,3,DL,JFK,ATL,0
2013,1,3,MQ,JFK,BNA,1
2013,1,3,EV,EWR,PWM,1
2013,1,3,UA,EWR,DFW,1
2013,1,3,EV,LGA,BHM,0
2013,1,3,AA,JFK,SFO,1
2013,1,3,DL,JFK,TPA,0
2013,1,3,FL,LGA,ATL,0
2013,1,3,DL,LGA,PIT,0
2013,1,3,US,LGA,DCA,0
2013,1,3,US,LGA,CLT,0
2013,1,3,EV,JFK,IAD,0
2013,1,3,B6,JFK,SMF,0
2013,1,3,DL,LGA,ATL,0
2013,1,3,WN,LGA,MKE,0
2013,1,3,DL,JFK,SFO,0
2013,1,3,B6,JFK,LAS,0
2013,1,3,DL,JFK,LAX,0
2013,1,3,EV,EWR,CLT,0
2013,1,3,EV,EWR,RIC,0
2013,1,3,MQ,LGA,RDU,0
2013,1,3,AA,EWR,DFW,0
2013,1,3,UA,EWR,SAN,0
2013,1,3,EV,EWR,OMA,0
2013,1,3,AA,JFK,LAX,0
2013,1,3,B6,JFK,IAD,1
2013,1,3,DL,JFK,LAS,0
2013,1,3,VX,JFK,SFO,1
2013,1,3,UA,JFK,SFO,1
2013,1,3,AA,LGA,ORD,0
2013,1,3,EV,EWR,BNA,0
2013,1,3,DL,JFK,FLL,0
2013,1,3,UA,EWR,ORD,1
2013,1,3,DL,JFK,PHX,0
2013,1,3,DL,JFK,SLC,0
2013,1,3,DL,LGA,MCO,0
2013,1,3,9E,JFK,PIT,1
2013,1,3,DL,LGA,MIA,0
2013,1,3,9E,JFK,RIC,1
2013,1,3,UA,EWR,SFO,1
2013,1,3,DL,LGA,TPA,0
2013,1,3,DL,LGA,MSY,0
2013,1,3,DL,JFK,SEA,1
2013,1,3,AA,LGA,ORD,1
2013,1,3,F9,LGA,DEN,1
2013,1,3,9E,JFK,MSY,1
2013,1,3,9E,JFK,IAD,0
2013,1,3,UA,EWR,IAH,0
2013,1,3,EV,EWR,DSM,1
2013,1,3,9E,JFK,RDU,1
2013,1,3,9E,JFK,BWI,0
2013,1,3,EV,EWR,CVG,0
2013,1,3,UA,EWR,PHX,1
2013,1,3,UA,EWR,SJU,1
2013,1,3,EV,EWR,OKC,1
2013,1,3,DL,LGA,FLL,1
2013,1,3,DL,JFK,MCO,1
2013,1,3,B6,JFK,MCO,1
2013,1,3,B6,JFK,OAK,1
2013,1,3,MQ,JFK,RDU,0
2013,1,3,AA,JFK,TPA,1
2013,1,3,MQ,JFK,CMH,0
2013,1,3,9E,JFK,JAX,0
2013,1,3,AA,LGA,MIA,0
2013,1,3,B6,LGA,FLL,1
2013,1,3,B6,JFK,SFO,0
2013,1,3,DL,LGA,ATL,0
2013,1,3,UA,EWR,TPA,0
2013,1,3,UA,EWR,CLE,0
2013,1,3,9E,JFK,CLT,1
2013,1,3,9E,JFK,CLE,1
2013,1,3,DL,JFK,BOS,0
2013,1,3,MQ,JFK,BWI,1
2013,1,3,UA,LGA,ORD,0
2013,1,3,UA,EWR,RSW,0
2013,1,3,EV,EWR,MKE,0
2013,1,3,DL,LGA,PBI,1
2013,1,3,MQ,LGA,CRW,1
2013,1,3,B6,JFK,SLC,1
2013,1,3,DL,JFK,FLL,1
2013,1,3,EV,EWR,BUF,1
2013,1,3,B6,LGA,PBI,1
2013,1,3,EV,EWR,DCA,1
2013,1,3,EV,EWR,TUL,1
2013,1,3,9E,JFK,ORD,1
2013,1,3,AA,JFK,BOS,0
2013,1,3,MQ,LGA,CMH,0
2013,1,3,VX,JFK,LAX,1
2013,1,3,9E,LGA,TYS,1
2013,1,3,FL,LGA,CAK,0
2013,1,3,DL,LGA,DTW,1
2013,1,3,UA,JFK,LAX,0
2013,1,3,EV,EWR,TYS,1
2013,1,3,B6,JFK,PDX,0
2013,1,3,MQ,LGA,ATL,1
2013,1,3,9E,JFK,PHL,0
2013,1,3,EV,EWR,ALB,0
2013,1,3,EV,EWR,IAD,1
2013,1,3,EV,EWR,GRR,1
2013,1,3,UA,EWR,PBI,0
2013,1,3,UA,EWR,BOS,0
2013,1,3,AA,LGA,DFW,1
2013,1,3,B6,JFK,MSY,0
2013,1,3,B6,JFK,FLL,1
2013,1,3,EV,EWR,MSP,0
2013,1,3,EV,EWR,GSP,1
2013,1,3,UA,EWR,FLL,0
2013,1,3,UA,LGA,IAH,1
2013,1,3,UA,EWR,MIA,1
2013,1,3,AA,LGA,ORD,0
2013,1,3,B6,JFK,BOS,0
2013,1,3,B6,JFK,JAX,0
2013,1,3,UA,EWR,IAH,0
2013,1,3,B6,JFK,PBI,1
2013,1,3,WN,EWR,MDW,1
2013,1,3,MQ,LGA,DTW,0
2013,1,3,UA,EWR,MCO,1
2013,1,3,MQ,EWR,ORD,0
2013,1,3,9E,JFK,BNA,1
2013,1,3,B6,EWR,MCO,1
2013,1,3,B6,JFK,AUS,1
2013,1,3,WN,LGA,MDW,0
2013,1,3,EV,EWR,GSO,1
2013,1,3,EV,LGA,CLE,1
2013,1,3,EV,EWR,MHT,0
2013,1,3,B6,JFK,LAX,1
2013,1,3,EV,EWR,SDF,0
2013,1,3,EV,EWR,RIC,0
2013,1,3,UA,EWR,DFW,1
2013,1,3,MQ,LGA,RDU,0
2013,1,3,MQ,LGA,CLT,0
2013,1,3,B6,JFK,RSW,1
2013,1,3,9E,JFK,BUF,1
2013,1,3,B6,LGA,MCO,1
2013,1,3,B6,JFK,HOU,1
2013,1,3,B6,JFK,BUF,1
2013,1,3,DL,JFK,LAX,1
2013,1,3,EV,LGA,IAD,1
2013,1,3,MQ,JFK,DCA,0
2013,1,3,EV,EWR,PHL,0
2013,1,3,UA,EWR,BQN,1
2013,1,3,B6,EWR,MCO,1
2013,1,3,B6,JFK,LAS,0
2013,1,3,UA,EWR,BOS,0
2013,1,3,EV,EWR,PVD,0
2013,1,3,B6,LGA,FLL,0
2013,1,3,AA,JFK,LAX,0
2013,1,3,B6,JFK,TPA,0
2013,1,3,B6,EWR,FLL,0
2013,1,3,B6,JFK,SJU,1
2013,1,3,B6,JFK,DEN,1
2013,1,3,B6,JFK,MCO,0
2013,1,3,EV,EWR,BTV,0
2013,1,3,B6,JFK,FLL,0
2013,1,3,EV,EWR,PWM,0
2013,1,3,EV,EWR,BWI,0
2013,1,3,MQ,LGA,BNA,1
2013,1,3,9E,JFK,DCA,1
2013,1,3,B6,JFK,PBI,1
2013,1,3,B6,JFK,SJU,0
2013,1,3,DL,LGA,PWM,1
2013,1,3,B6,JFK,BTV,0
2013,1,3,B6,JFK,RDU,1
2013,1,3,9E,JFK,CVG,1
2013,1,3,B6,JFK,PWM,0
2013,1,3,B6,JFK,SYR,0
2013,1,3,B6,JFK,ROC,1
2013,1,3,B6,JFK,BUF,1
2013,1,3,B6,JFK,BOS,1
2013,1,3,B6,JFK,PSE,0
2013,1,4,B6,JFK,SJU,1
2013,1,4,B6,JFK,PWM,1
2013,1,4,US,EWR,CLT,0
2013,1,4,UA,EWR,IAH,0
2013,1,4,UA,LGA,IAH,0
2013,1,4,AA,JFK,MIA,0
2013,1,4,B6,EWR,PBI,0
2013,1,4,DL,LGA,DTW,0
2013,1,4,B6,JFK,PBI,0
2013,1,4,DL,LGA,ATL,0
2013,1,4,B6,JFK,TPA,0
2013,1,4,EV,EWR,DTW,0
2013,1,4,B6,EWR,FLL,0
2013,1,4,EV,JFK,IAD,0
2013,1,4,B6,JFK,FLL,0
2013,1,4,MQ,LGA,ATL,0
2013,1,4,US,LGA,PHL,0
2013,1,4,EV,EWR,MKE,0
2013,1,4,B6,JFK,MCO,0
2013,1,4,UA,JFK,SFO,0
2013,1,4,WN,EWR,BWI,0
2013,1,4,MQ,LGA,DTW,0
2013,1,4,FL,LGA,ATL,0
2013,1,4,MQ,EWR,ORD,0
2013,1,4,WN,LGA,MDW,0
2013,1,4,EV,LGA,IAD,0
2013,1,4,AA,LGA,DFW,0
2013,1,4,UA,EWR,BOS,0
2013,1,4,UA,EWR,CLE,0
2013,1,4,EV,EWR,MSP,0
2013,1,4,AA,EWR,MIA,0
2013,1,4,B6,JFK,RSW,0
2013,1,4,AA,LGA,ORD,0
2013,1,4,DL,LGA,MSP,0
2013,1,4,UA,JFK,LAX,0
2013,1,4,AA,LGA,MIA,0
2013,1,4,B6,JFK,BQN,1
2013,1,4,UA,EWR,MCO,0
2013,1,4,EV,EWR,IAD,0
2013,1,4,MQ,LGA,RDU,0
2013,1,4,B6,JFK,SJU,0
2013,1,4,DL,EWR,ATL,0
2013,1,4,UA,EWR,FLL,0
2013,1,4,US,JFK,CLT,0
2013,1,4,9E,JFK,ATL,0
2013,1,4,US,EWR,CLT,0
2013,1,4,UA,LGA,IAH,0
2013,1,4,EV,EWR,CVG,0
2013,1,4,MQ,LGA,CLT,0
2013,1,4,US,EWR,PHX,0
2013,1,4,MQ,LGA,MSP,0
2013,1,4,US,LGA,CLT,0
2013,1,4,AA,JFK,SJU,0
2013,1,4,US,JFK,PHX,0
2013,1,4,EV,EWR,IND,0
2013,1,4,EV,EWR,RDU,0
2013,1,4,EV,EWR,CLT,0
2013,1,4,WN,LGA,BWI,0
2013,1,4,EV,EWR,BNA,0
2013,1,4,EV,EWR,PIT,0
2013,1,4,UA,EWR,MIA,0
2013,1,4,UA,EWR,PHX,0
2013,1,4,UA,EWR,AUS,0
2013,1,4,UA,EWR,PBI,0
2013,1,4,B6,LGA,FLL,1
2013,1,4,UA,EWR,SFO,0
2013,1,4,AA,LGA,ORD,0
2013,1,4,EV,EWR,SDF,0
2013,1,4,AA,LGA,DFW,0
2013,1,4,DL,LGA,MSY,0
2013,1,4,US,EWR,CLT,0
2013,1,4,B6,JFK,BOS,0
2013,1,4,B6,LGA,MCO,0
2013,1,4,B6,JFK,BUF,0
2013,1,4,UA,LGA,DEN,0
2013,1,4,EV,EWR,DCA,0
2013,1,4,UA,EWR,DFW,0
2013,1,4,DL,JFK,SLC,0
2013,1,4,DL,LGA,FLL,0
2013,1,4,UA,LGA,ORD,0
2013,1,4,B6,JFK,MSY,0
2013,1,4,DL,LGA,ATL,0
2013,1,4,AA,JFK,MCO,0
2013,1,4,B6,JFK,LAS,0
2013,1,4,DL,LGA,MIA,0
2013,1,4,US,LGA,DCA,0
2013,1,4,VX,JFK,LAX,0
2013,1,4,WN,EWR,HOU,0
2013,1,4,MQ,LGA,XNA,0
2013,1,4,UA,EWR,DEN,0
2013,1,4,UA,EWR,LAS,0
2013,1,4,UA,EWR,ORD,0
2013,1,4,EV,EWR,MSY,0
2013,1,4,AA,LGA,MIA,1
2013,1,4,UA,EWR,MCO,0
2013,1,4,UA,EWR,SNA,0
2013,1,4,EV,EWR,CMH,1
2013,1,4,UA,JFK,SFO,0
2013,1,4,MQ,EWR,ORD,1
2013,1,4,UA,EWR,RSW,0
2013,1,4,AA,JFK,MIA,0
2013,1,4,AA,JFK,FLL,0
2013,1,4,DL,LGA,DTW,0
2013,1,4,UA,EWR,PBI,0
2013,1,4,DL,JFK,LAX,0
2013,1,4,B6,JFK,FLL,1
2013,1,4,FL,LGA,MKE,0
2013,1,4,DL,JFK,SFO,1
2013,1,4,B6,JFK,LAX,1
2013,1,4,B6,JFK,MCO,1
2013,1,4,B6,JFK,SJU,0
2013,1,4,AA,LGA,DFW,0
2013,1,4,AA,EWR,DFW,0
2013,1,4,AS,EWR,SEA,0
2013,1,4,UA,EWR,LAX,1
2013,1,4,VX,JFK,SFO,0
2013,1,4,AA,JFK,LAX,0
2013,1,4,DL,EWR,ATL,0
2013,1,4,B6,JFK,SYR,0
2013,1,4,B6,JFK,ROC,0
2013,1,4,DL,LGA,MCO,1
2013,1,4,B6,JFK,SFO,0
2013,1,4,DL,JFK,SEA,0
2013,1,4,UA,EWR,TPA,0
2013,1,4,AA,LGA,ORD,1
2013,1,4,B6,LGA,RSW,0
2013,1,4,B6,JFK,SRQ,0
2013,1,4,UA,EWR,ORD,0
2013,1,4,9E,EWR,CVG,0
2013,1,4,B6,LGA,TPA,1
2013,1,4,AA,JFK,SFO,0
2013,1,4,9E,JFK,PIT,0
2013,1,4,DL,LGA,MSP,0
2013,1,4,UA,EWR,SJU,0
2013,1,4,AA,LGA,ORD,0
2013,1,4,EV,EWR,PWM,0
2013,1,4,AA,LGA,MIA,0
2013,1,4,DL,LGA,ATL,0
2013,1,4,WN,LGA,DEN,0
2013,1,4,UA,EWR,IAH,0
2013,1,4,DL,JFK,MIA,0
2013,1,4,UA,EWR,DFW,0
2013,1,4,EV,EWR,MSP,0
2013,1,4,B6,EWR,BOS,0
2013,1,4,DL,JFK,FLL,0
2013,1,4,UA,JFK,SFO,0
2013,1,4,EV,EWR,MHT,0
2013,1,4,B6,EWR,MCO,0
2013,1,4,EV,EWR,DTW,1
2013,1,4,US,LGA,CLT,0
2013,1,4,WN,EWR,PHX,0
2013,1,4,9E,JFK,MSP,0
2013,1,4,MQ,JFK,RDU,0
2013,1,4,UA,LGA,DEN,0
2013,1,4,EV,EWR,MEM,0
2013,1,4,B6,JFK,FLL,1
2013,1,4,DL,JFK,LAS,0
2013,1,4,DL,JFK,MCO,0
2013,1,4,DL,JFK,TPA,0
2013,1,4,MQ,LGA,CMH,0
2013,1,4,FL,LGA,ATL,0
2013,1,4,UA,LGA,IAH,1
2013,1,4,US,EWR,CLT,0
2013,1,4,9E,JFK,ORD,0
2013,1,4,AA,JFK,BOS,0
2013,1,4,EV,EWR,OMA,0
2013,1,4,AA,JFK,STT,1
2013,1,4,B6,JFK,CLT,1
2013,1,4,9E,JFK,BUF,0
2013,1,4,DL,LGA,TPA,0
2013,1,4,MQ,LGA,BNA,0
2013,1,4,EV,EWR,DAY,0
2013,1,4,DL,LGA,DEN,0
2013,1,4,B6,JFK,SAN,0
2013,1,4,B6,JFK,SJU,0
2013,1,4,EV,EWR,MYR,0
2013,1,4,DL,LGA,PBI,0
2013,1,4,MQ,JFK,DCA,0
2013,1,4,EV,EWR,GRR,0
2013,1,4,US,JFK,CLT,0
2013,1,4,9E,JFK,BWI,0
2013,1,4,DL,JFK,SJU,1
2013,1,4,UA,EWR,FLL,0
2013,1,4,UA,EWR,SFO,0
2013,1,4,9E,JFK,RDU,0
2013,1,4,B6,JFK,PIT,1
2013,1,4,MQ,LGA,RDU,0
2013,1,4,DL,JFK,ATL,1
2013,1,4,B6,JFK,JAX,1
2013,1,4,WN,EWR,MDW,0
2013,1,4,F9,LGA,DEN,0
2013,1,4,UA,JFK,LAX,0
2013,1,4,EV,EWR,JAX,0
2013,1,4,MQ,LGA,ATL,0
2013,1,4,UA,EWR,BOS,0
2013,1,4,9E,JFK,BOS,0
2013,1,4,AA,LGA,ORD,1
2013,1,4,EV,EWR,BTV,1
2013,1,4,B6,EWR,RSW,0
2013,1,4,AA,JFK,SJU,0
2013,1,4,MQ,LGA,CLE,0
2013,1,4,UA,EWR,SAN,0
2013,1,4,B6,JFK,ORD,1
2013,1,4,EV,EWR,RIC,0
2013,1,4,EV,EWR,ORF,0
2013,1,4,MQ,LGA,DTW,0
2013,1,4,EV,EWR,DTW,0
2013,1,4,US,LGA,CLT,0
2013,1,4,AA,LGA,STL,1
2013,1,4,DL,LGA,MCO,0
2013,1,4,UA,EWR,ORD,0
2013,1,4,EV,EWR,MCI,0
2013,1,4,AA,LGA,DFW,1
2013,1,4,DL,EWR,ATL,0
2013,1,4,DL,LGA,ATL,0
2013,1,4,VX,JFK,LAX,0
2013,1,4,UA,EWR,MIA,0
2013,1,4,UA,EWR,TPA,0
2013,1,4,AA,JFK,LAX,0
2013,1,4,AA,JFK,MIA,1
2013,1,4,DL,JFK,LAX,0
2013,1,4,DL,LGA,DTW,0
2013,1,4,UA,EWR,IAH,0
2013,1,4,HA,JFK,HNL,0
2013,1,4,DL,LGA,FLL,0
2013,1,4,UA,EWR,LAS,0
2013,1,4,UA,LGA,IAH,0
2013,1,4,EV,EWR,XNA,0
2013,1,4,UA,EWR,DEN,0
2013,1,4,B6,JFK,IAD,0
2013,1,4,UA,EWR,CLE,0
2013,1,4,UA,LGA,ORD,0
2013,1,4,B6,JFK,TPA,1
2013,1,4,B6,JFK,FLL,1
2013,1,4,UA,EWR,PBI,0
2013,1,4,B6,JFK,MCO,1
2013,1,4,UA,EWR,STT,0
2013,1,4,AA,EWR,DFW,0
2013,1,4,UA,EWR,LAX,0
2013,1,4,B6,JFK,BTV,0
2013,1,4,MQ,LGA,CLT,0
2013,1,4,B6,LGA,FLL,0
2013,1,4,B6,JFK,AUS,1
2013,1,4,9E,JFK,ROC,0
2013,1,4,VX,JFK,LAS,0
2013,1,4,EV,EWR,DCA,0
2013,1,4,B6,JFK,BOS,0
2013,1,4,AA,LGA,MIA,0
2013,1,4,B6,EWR,SJU,0
2013,1,4,B6,LGA,PBI,0
2013,1,4,EV,EWR,CVG,1
2013,1,4,B6,JFK,BUF,0
2013,1,4,B6,JFK,PBI,0
2013,1,4,WN,LGA,MDW,0
2013,1,4,9E,LGA,GRR,0
2013,1,4,EV,EWR,DTW,1
2013,1,4,WN,LGA,MKE,0
2013,1,4,9E,JFK,PHL,0
2013,1,4,EV,EWR,RDU,1
2013,1,4,AA,LGA,ORD,0
2013,1,4,WN,EWR,DEN,1
2013,1,4,UA,EWR,MCO,1
2013,1,4,B6,EWR,FLL,0
2013,1,4,UA,LGA,ORD,0
2013,1,4,EV,JFK,IAD,0
2013,1,4,MQ,LGA,BNA,0
2013,1,4,DL,JFK,SFO,0
2013,1,4,B6,JFK,RDU,1
2013,1,4,DL,LGA,ATL,0
2013,1,4,UA,EWR,FLL,0
2013,1,4,US,EWR,PHX,0
2013,1,4,US,JFK,PHX,0
2013,1,4,DL,JFK,LAS,0
2013,1,4,US,LGA,CLT,0
2013,1,4,UA,EWR,SEA,0
2013,1,4,UA,EWR,EGE,0
2013,1,4,B6,JFK,LAX,1
2013,1,4,EV,EWR,IND,0
2013,1,4,EV,EWR,STL,1
2013,1,4,UA,LGA,IAH,0
2013,1,4,DL,LGA,MSP,0
2013,1,4,MQ,EWR,ORD,0
2013,1,4,EV,EWR,ATL,1
2013,1,4,US,JFK,CLT,0
2013,1,4,US,EWR,CLT,0
2013,1,4,DL,LGA,SRQ,0
2013,1,4,B6,JFK,PWM,1
2013,1,4,9E,EWR,DTW,0
2013,1,4,AA,LGA,DFW,0
2013,1,4,MQ,LGA,RDU,0
2013,1,4,FL,LGA,ATL,0
2013,1,4,VX,JFK,SFO,0
2013,1,4,DL,EWR,ATL,0
2013,1,4,AA,JFK,LAX,0
2013,1,4,EV,EWR,IAD,0
2013,1,4,AA,JFK,SFO,0
2013,1,4,UA,EWR,MCO,1
2013,1,4,EV,EWR,CHS,0
2013,1,4,B6,EWR,PBI,0
2013,1,4,EV,EWR,BUF,0
2013,1,4,EV,EWR,MKE,0
2013,1,4,DL,LGA,MEM,0
2013,1,4,EV,LGA,IAD,1
2013,1,4,B6,JFK,MCO,0
2013,1,4,B6,LGA,FLL,0
2013,1,4,EV,EWR,RDU,0
2013,1,4,UA,EWR,IAH,0
2013,1,4,UA,EWR,LAS,0
2013,1,4,DL,LGA,MIA,0
2013,1,4,UA,JFK,SFO,0
2013,1,4,UA,EWR,RSW,0
2013,1,4,DL,JFK,SLC,0
2013,1,4,MQ,JFK,DCA,0
2013,1,4,US,LGA,BOS,0
2013,1,4,B6,JFK,SFO,0
2013,1,4,US,LGA,DCA,0
2013,1,4,AA,LGA,DFW,0
2013,1,4,MQ,LGA,ATL,1
2013,1,4,UA,EWR,SFO,0
2013,1,4,DL,LGA,ATL,0
2013,1,4,UA,EWR,PBI,0
2013,1,4,MQ,LGA,DTW,0
2013,1,4,AA,LGA,MIA,0
2013,1,4,EV,LGA,PIT,0
2013,1,4,WN,LGA,BWI,0
2013,1,4,MQ,LGA,CMH,0
2013,1,4,DL,LGA,DTW,0
2013,1,4,9E,JFK,DTW,1
2013,1,4,B6,JFK,BTV,0
2013,1,4,UA,LGA,DEN,0
2013,1,4,UA,JFK,LAX,0
2013,1,4,DL,JFK,SJU,0
2013,1,4,MQ,LGA,CLE,0
2013,1,4,DL,JFK,MCO,0
2013,1,4,UA,EWR,TPA,0
2013,1,4,US,LGA,CLT,0
2013,1,4,EV,EWR,RDU,0
2013,1,4,DL,LGA,MSP,0
2013,1,4,UA,EWR,DEN,0
2013,1,4,B6,JFK,FLL,0
2013,1,4,VX,JFK,LAX,0
2013,1,4,AA,EWR,MIA,0
2013,1,4,UA,EWR,MCO,0
2013,1,4,UA,EWR,SJU,0
2013,1,4,AA,LGA,ORD,0
2013,1,4,DL,LGA,FLL,0
2013,1,4,DL,LGA,PBI,0
2013,1,4,DL,LGA,TPA,0
2013,1,4,DL,EWR,ATL,0
2013,1,4,WN,LGA,STL,1
2013,1,4,EV,EWR,BTV,0
2013,1,4,WN,EWR,STL,0
2013,1,4,MQ,LGA,MSP,0
2013,1,4,B6,EWR,BOS,0
2013,1,4,MQ,JFK,DCA,0
2013,1,4,EV,EWR,GSO,1
2013,1,4,B6,EWR,MCO,0
2013,1,4,DL,JFK,LAX,0
2013,1,4,US,JFK,CLT,0
2013,1,4,FL,LGA,CAK,0
2013,1,4,UA,EWR,IAH,0
2013,1,4,AA,JFK,LAX,0
2013,1,4,DL,LGA,ATL,0
2013,1,4,AA,LGA,DFW,0
2013,1,4,MQ,LGA,RDU,0
2013,1,4,B6,JFK,HOU,0
2013,1,4,VX,JFK,SFO,0
2013,1,4,EV,EWR,ATL,0
2013,1,4,B6,JFK,RSW,1
2013,1,4,MQ,EWR,ORD,0
2013,1,4,AA,LGA,STL,0
2013,1,4,UA,EWR,SFO,0
2013,1,4,B6,JFK,LAX,0
2013,1,4,UA,EWR,PHX,0
2013,1,4,EV,EWR,PWM,0
2013,1,4,B6,JFK,TPA,0
2013,1,4,EV,EWR,PIT,0
2013,1,4,DL,JFK,SLC,0
2013,1,4,WN,EWR,MDW,0
2013,1,4,UA,EWR,MIA,0
2013,1,4,WN,EWR,BWI,0
2013,1,4,EV,EWR,JAX,1
2013,1,4,AA,JFK,BOS,0
2013,1,4,WN,LGA,MKE,0
2013,1,4,EV,EWR,PHL,1
2013,1,4,AA,LGA,MIA,0
2013,1,4,DL,LGA,MCO,0
2013,1,4,DL,LGA,DTW,0
2013,1,4,MQ,LGA,CMH,0
2013,1,4,MQ,LGA,BNA,1
2013,1,4,UA,LGA,IAH,0
2013,1,4,MQ,JFK,RDU,1
2013,1,4,EV,EWR,ATL,0
2013,1,4,B6,JFK,PBI,0
2013,1,4,WN,LGA,DEN,0
2013,1,4,UA,EWR,MCO,0
2013,1,4,AA,LGA,ORD,0
2013,1,4,UA,EWR,ORD,0
2013,1,4,B6,JFK,BOS,0
2013,1,4,DL,LGA,ATL,0
2013,1,4,UA,EWR,BOS,0
2013,1,4,UA,EWR,DFW,0
2013,1,4,US,LGA,CLT,0
2013,1,4,MQ,LGA,ATL,1
2013,1,4,B6,JFK,LGB,0
2013,1,4,EV,EWR,DAY,1
2013,1,4,9E,EWR,DTW,0
2013,1,4,AA,LGA,ORD,1
2013,1,4,EV,EWR,RIC,0
2013,1,4,FL,LGA,ATL,0
2013,1,4,UA,EWR,MSY,0
2013,1,4,EV,EWR,DCA,0
2013,1,4,US,EWR,CLT,0
2013,1,4,MQ,LGA,DTW,0
2013,1,4,B6,EWR,FLL,0
2013,1,4,9E,JFK,BOS,1
2013,1,4,B6,JFK,ROC,1
2013,1,4,UA,EWR,LAX,0
2013,1,4,B6,JFK,BUF,1
2013,1,4,WN,EWR,HOU,1
2013,1,4,MQ,LGA,RDU,0
2013,1,4,EV,EWR,BUF,1
2013,1,4,B6,LGA,SRQ,0
2013,1,4,DL,JFK,ATL,0
2013,1,4,EV,EWR,MEM,0
2013,1,4,B6,JFK,BUR,0
2013,1,4,VX,JFK,LAX,0
2013,1,4,WN,EWR,PHX,0
2013,1,4,B6,LGA,MCO,1
2013,1,4,AA,JFK,LAX,0
2013,1,4,B6,EWR,MCO,0
2013,1,4,EV,EWR,BWI,0
2013,1,4,AA,LGA,DFW,0
2013,1,4,EV,EWR,CLT,1
2013,1,4,UA,EWR,HNL,0
2013,1,4,UA,EWR,IAH,0
2013,1,4,US,EWR,PHX,0
2013,1,4,EV,EWR,MSN,0
2013,1,4,MQ,LGA,CLT,0
2013,1,4,9E,JFK,PHL,1
2013,1,4,EV,EWR,CHS,0
2013,1,4,DL,LGA,FLL,0
2013,1,4,WN,LGA,MDW,0
2013,1,4,AA,JFK,MIA,1
2013,1,4,AA,LGA,MIA,0
2013,1,4,DL,LGA,ATL,0
2013,1,4,UA,EWR,PBI,0
2013,1,4,B6,JFK,JAX,1
2013,1,4,EV,EWR,IAD,1
2013,1,4,MQ,LGA,CLE,0
2013,1,4,FL,LGA,ATL,0
2013,1,4,B6,JFK,MCO,1
2013,1,4,B6,JFK,SJU,1
2013,1,4,UA,EWR,FLL,0
2013,1,4,B6,JFK,SEA,1
2013,1,4,EV,EWR,CVG,0
2013,1,4,UA,EWR,ORD,0
2013,1,4,EV,EWR,MSP,0
2013,1,4,MQ,EWR,ORD,0
2013,1,4,UA,JFK,SFO,0
2013,1,4,DL,LGA,MSY,1
2013,1,4,DL,LGA,MSP,0
2013,1,4,B6,JFK,PWM,1
2013,1,4,DL,LGA,PBI,0
2013,1,4,UA,EWR,TPA,0
2013,1,4,AA,EWR,DFW,1
2013,1,4,YV,LGA,IAD,0
2013,1,4,DL,LGA,MCI,0
2013,1,4,EV,EWR,DCA,0
2013,1,4,DL,JFK,SFO,0
2013,1,4,UA,EWR,RSW,0
2013,1,4,UA,EWR,AUS,0
2013,1,4,UA,EWR,BOS,0
2013,1,4,US,LGA,CLT,0
2013,1,4,DL,EWR,ATL,1
2013,1,4,MQ,LGA,ATL,0
2013,1,4,EV,EWR,GSP,0
2013,1,4,9E,JFK,BOS,0
2013,1,4,EV,EWR,STL,0
2013,1,4,9E,JFK,ORF,0
2013,1,4,AA,JFK,MCO,0
2013,1,4,B6,JFK,SRQ,0
2013,1,4,DL,LGA,DTW,0
2013,1,4,MQ,JFK,CLE,0
2013,1,4,EV,EWR,MCI,0
2013,1,4,MQ,JFK,RDU,0
2013,1,4,UA,LGA,IAH,0
2013,1,4,B6,JFK,FLL,0
2013,1,4,B6,JFK,PIT,0
2013,1,4,UA,EWR,MIA,1
2013,1,4,AA,LGA,ORD,0
2013,1,4,US,LGA,DCA,0
2013,1,4,B6,JFK,BOS,1
2013,1,4,US,LGA,BOS,0
2013,1,4,B6,JFK,PBI,0
2013,1,4,DL,LGA,ATL,0
2013,1,4,EV,EWR,MHT,1
2013,1,4,9E,JFK,DCA,0
2013,1,4,DL,JFK,LAX,0
2013,1,4,9E,EWR,CVG,1
2013,1,4,US,EWR,CLT,0
2013,1,4,EV,EWR,PWM,0
2013,1,4,AA,LGA,DFW,0
2013,1,4,B6,JFK,BUF,0
2013,1,4,MQ,LGA,MSP,1
2013,1,4,B6,JFK,TPA,0
2013,1,4,B6,LGA,PBI,1
2013,1,4,EV,EWR,CLT,0
